Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
27,0,Travel_Rarely,Research & Development,2,4,Life Sciences,1,Female,2,Manufacturing Director,4,Married,4227,Y,No,18,3,2,4,3,3,2,2,2
35,0,Travel_Rarely,Research & Development,10,3,Other,2,Male,1,Laboratory Technician,4,Divorced,3917,Y,No,20,4,1,3,2,3,2,1,2
42,0,Travel_Rarely,Sales,5,2,Marketing,4,Male,5,Manager,3,Married,18303,Y,No,13,3,2,21,4,1,0,0,0
50,0,Travel_Rarely,Research & Development,9,3,Life Sciences,1,Male,1,Laboratory Technician,4,Married,2380,Y,No,18,3,2,8,3,1,0,0,0
59,0,Travel_Rarely,Research & Development,2,3,Life Sciences,3,Female,4,Manufacturing Director,4,Single,13726,Y,Yes,13,3,1,30,3,5,3,4,3
37,1,Travel_Rarely,Research & Development,11,2,Medical,1,Female,2,Healthcare Representative,2,Married,4777,Y,No,15,3,1,15,1,1,0,0,0
55,0,Travel_Frequently,Research & Development,18,4,Medical,3,Male,2,Healthcare Representative,2,Married,6385,Y,Yes,14,3,4,17,3,8,7,6,7
41,0,Non-Travel,Research & Development,7,1,Life Sciences,2,Female,5,Research Director,3,Divorced,19973,Y,No,22,4,2,21,3,21,16,5,10
38,0,Travel_Rarely,Sales,3,4,Life Sciences,2,Male,2,Sales Executive,4,Single,6861,Y,Yes,12,3,3,19,3,1,0,0,0
26,1,Non-Travel,Sales,29,2,Medical,2,Male,2,Sales Executive,1,Single,4969,Y,No,18,3,4,7,3,2,2,2,2
52,1,Travel_Rarely,Sales,2,1,Marketing,1,Female,5,Manager,4,Married,19845,Y,No,15,3,4,33,3,32,14,6,9
44,0,Travel_Rarely,Sales,28,3,Medical,4,Female,4,Sales Executive,4,Married,13320,Y,Yes,18,3,3,23,3,12,11,11,11
50,0,Non-Travel,Sales,1,3,Life Sciences,4,Female,2,Sales Executive,3,Married,6347,Y,No,12,3,1,19,3,18,7,0,13
36,1,Travel_Rarely,Research & Development,16,4,Life Sciences,3,Female,1,Laboratory Technician,1,Single,2743,Y,No,16,3,3,18,3,17,13,15,14
39,0,Travel_Frequently,Research & Development,22,3,Medical,4,Female,3,Manufacturing Director,1,Single,10880,Y,Yes,13,3,3,21,3,21,6,2,8
33,0,Non-Travel,Sales,8,1,Life Sciences,2,Female,1,Sales Representative,4,Single,2342,Y,No,19,3,4,3,2,2,2,2,2
45,0,Travel_Rarely,Sales,11,2,Life Sciences,4,Female,4,Manager,4,Married,17650,Y,No,13,3,2,26,4,9,3,1,1
32,0,Non-Travel,Research & Development,29,4,Medical,4,Female,1,Laboratory Technician,3,Single,4025,Y,No,12,3,2,10,3,8,7,7,7
34,0,Travel_Rarely,Sales,1,4,Marketing,2,Male,2,Sales Executive,4,Divorced,9725,Y,No,11,3,4,16,2,15,1,0,9
59,0,Travel_Rarely,Sales,1,2,Technical Degree,2,Male,3,Manager,4,Married,11904,Y,Yes,14,3,3,14,1,6,4,0,4
45,0,Travel_Rarely,Human Resources,24,4,Medical,2,Male,1,Human Resources,2,Single,2177,Y,No,16,3,1,6,3,6,3,0,4
53,0,Travel_Frequently,Sales,2,3,Marketing,3,Female,3,Sales Executive,2,Married,7525,Y,No,12,3,1,30,3,15,7,6,12
36,1,Travel_Rarely,Research & Development,15,3,Other,1,Male,2,Laboratory Technician,3,Divorced,4834,Y,No,14,3,2,9,2,1,0,0,0
26,1,Travel_Frequently,Research & Development,2,3,Life Sciences,1,Male,1,Research Scientist,1,Married,2042,Y,Yes,14,3,2,6,3,3,2,1,2
34,0,Travel_Rarely,Sales,10,4,Life Sciences,3,Female,1,Sales Representative,3,Married,2220,Y,Yes,19,3,4,1,3,1,1,0,0
28,0,Travel_Rarely,Sales,10,1,Medical,4,Male,1,Sales Representative,2,Married,1052,Y,No,22,4,2,1,3,1,0,0,0
38,0,Travel_Frequently,Research & Development,3,4,Other,3,Male,1,Research Scientist,3,Married,2821,Y,No,16,3,1,8,3,2,2,2,2
50,0,Travel_Rarely,Research & Development,2,4,Medical,2,Male,5,Research Director,3,Married,19237,Y,Yes,11,3,4,29,2,8,1,7,7
37,0,Travel_Rarely,Research & Development,3,3,Other,4,Female,2,Healthcare Representative,2,Single,4107,Y,No,15,3,1,8,2,4,3,0,1
40,0,Travel_Rarely,Sales,26,3,Marketing,3,Male,2,Sales Executive,1,Married,8396,Y,No,14,3,2,8,2,7,7,7,5
26,0,Travel_Frequently,Research & Development,1,1,Medical,1,Female,1,Research Scientist,3,Divorced,2007,Y,No,13,3,3,5,3,5,3,1,3
46,0,Travel_Rarely,Research & Development,1,4,Medical,4,Male,5,Research Director,4,Divorced,19627,Y,No,17,3,4,23,3,2,2,2,2
54,0,Travel_Rarely,Sales,2,4,Life Sciences,3,Female,3,Sales Executive,3,Married,10686,Y,No,11,3,2,13,3,9,4,7,0
56,0,Travel_Frequently,Research & Development,9,3,Medical,1,Female,1,Research Scientist,3,Married,2942,Y,No,19,3,2,18,3,5,4,0,3
36,0,Travel_Rarely,Research & Development,12,5,Medical,4,Female,3,Manufacturing Director,4,Single,8858,Y,No,11,3,2,15,2,14,8,7,8
55,0,Non-Travel,Research & Development,2,1,Medical,3,Male,4,Manager,1,Single,16756,Y,No,15,3,2,31,4,9,7,6,2
43,0,Travel_Rarely,Sales,25,3,Medical,3,Male,3,Sales Executive,4,Divorced,10798,Y,No,13,3,3,18,3,1,0,0,0
20,1,Travel_Frequently,Sales,9,3,Marketing,4,Female,1,Sales Representative,4,Single,2323,Y,Yes,14,3,2,2,3,2,2,0,2
21,1,Travel_Rarely,Research & Development,10,3,Life Sciences,3,Female,1,Laboratory Technician,1,Single,1416,Y,No,13,3,1,1,2,1,0,1,0
46,0,Travel_Rarely,Research & Development,8,4,Life Sciences,4,Female,2,Research Scientist,1,Divorced,4615,Y,Yes,23,4,1,19,3,16,13,1,7
51,1,Travel_Rarely,Research & Development,4,4,Life Sciences,1,Male,1,Research Scientist,3,Married,2461,Y,Yes,12,3,3,18,4,10,0,2,7
28,1,Non-Travel,Research & Development,24,2,Technical Degree,2,Male,3,Healthcare Representative,1,Single,8722,Y,No,12,3,1,10,2,10,7,1,9
26,0,Travel_Rarely,Research & Development,1,2,Medical,1,Male,1,Laboratory Technician,1,Married,3955,Y,No,16,3,1,6,3,5,3,1,3
30,0,Travel_Rarely,Research & Development,20,3,Other,3,Male,2,Manufacturing Director,1,Married,9957,Y,No,15,3,3,7,2,6,2,0,2
41,0,Travel_Rarely,Research & Development,7,2,Technical Degree,2,Female,1,Research Scientist,3,Married,3376,Y,No,13,3,3,10,3,10,6,0,8
38,0,Travel_Rarely,Research & Development,17,1,Life Sciences,3,Female,3,Healthcare Representative,3,Married,8823,Y,No,18,3,1,20,2,19,9,1,9
40,0,Travel_Rarely,Research & Development,20,4,Technical Degree,1,Male,3,Healthcare Representative,4,Married,10322,Y,No,20,4,4,14,3,11,10,11,1
27,0,Non-Travel,Research & Development,8,5,Life Sciences,1,Male,1,Laboratory Technician,3,Married,4621,Y,No,19,3,4,3,3,3,2,1,2
55,0,Travel_Frequently,Research & Development,2,1,Life Sciences,4,Male,3,Manufacturing Director,2,Married,10976,Y,No,18,3,2,23,3,3,2,1,2
28,0,Travel_Rarely,Research & Development,10,3,Other,3,Female,2,Research Scientist,3,Single,3660,Y,No,13,3,4,10,4,8,7,1,7
44,1,Travel_Rarely,Human Resources,1,2,Medical,2,Male,3,Human Resources,1,Married,10482,Y,No,14,3,4,24,3,20,6,3,6
33,0,Travel_Rarely,Research & Development,5,3,Life Sciences,4,Male,3,Healthcare Representative,4,Divorced,7119,Y,No,15,3,3,9,3,3,2,1,2
35,1,Travel_Rarely,Sales,4,3,Technical Degree,4,Male,3,Sales Executive,1,Single,9582,Y,Yes,22,4,1,9,3,8,7,4,7
33,1,Travel_Frequently,Research & Development,29,4,Medical,1,Female,2,Research Scientist,3,Single,4508,Y,No,22,4,2,14,3,13,7,3,8
28,0,Travel_Rarely,Research & Development,15,2,Life Sciences,1,Male,1,Laboratory Technician,3,Divorced,2207,Y,No,16,3,4,4,2,4,2,2,2
34,0,Travel_Frequently,Research & Development,3,1,Life Sciences,1,Male,2,Healthcare Representative,4,Single,7756,Y,No,17,3,3,7,2,6,2,0,4
37,0,Travel_Rarely,Sales,10,4,Life Sciences,4,Female,2,Sales Executive,4,Divorced,6694,Y,Yes,14,3,3,8,3,1,0,0,0
25,1,Travel_Rarely,Research & Development,4,1,Technical Degree,4,Male,1,Laboratory Technician,4,Married,3691,Y,Yes,15,3,2,7,4,7,7,5,6
26,1,Travel_Rarely,Research & Development,21,3,Medical,1,Male,1,Laboratory Technician,3,Divorced,2377,Y,No,20,4,3,1,2,1,1,0,0
33,1,Travel_Rarely,Research & Development,25,3,Medical,1,Male,1,Research Scientist,2,Single,2313,Y,Yes,20,4,2,5,3,2,2,2,2
42,0,Travel_Rarely,Research & Development,2,2,Medical,4,Male,4,Manager,1,Married,17665,Y,No,17,3,4,23,3,22,6,13,7
28,1,Travel_Frequently,Research & Development,1,3,Medical,1,Male,1,Laboratory Technician,2,Divorced,2596,Y,No,15,3,1,1,3,1,0,0,0
50,1,Travel_Frequently,Sales,1,4,Other,4,Male,2,Sales Executive,3,Single,4728,Y,Yes,14,3,4,5,3,0,0,0,0
33,0,Travel_Frequently,Sales,7,3,Life Sciences,4,Female,2,Sales Executive,2,Married,4302,Y,No,17,3,3,4,3,3,2,0,2
34,0,Non-Travel,Research & Development,3,4,Life Sciences,3,Male,1,Research Scientist,4,Married,2979,Y,No,17,3,4,6,3,0,0,0,0
48,0,Non-Travel,Research & Development,1,4,Medical,1,Male,4,Manager,4,Single,16885,Y,No,22,4,3,27,2,5,4,2,1
45,0,Non-Travel,Sales,9,4,Life Sciences,2,Female,2,Sales Executive,3,Married,5593,Y,No,13,3,4,15,3,15,10,4,12
52,0,Travel_Rarely,Research & Development,7,4,Life Sciences,2,Male,3,Healthcare Representative,2,Single,10445,Y,No,19,3,4,18,3,8,6,4,0
38,0,Travel_Rarely,Sales,10,4,Marketing,3,Male,3,Sales Executive,3,Divorced,8740,Y,Yes,14,3,2,9,3,8,7,2,7
29,0,Travel_Rarely,Research & Development,28,4,Life Sciences,3,Female,1,Research Scientist,4,Divorced,2514,Y,No,22,4,1,11,3,7,5,1,7
28,0,Travel_Rarely,Research & Development,3,3,Medical,4,Female,3,Manufacturing Director,2,Divorced,7655,Y,No,17,3,2,10,2,9,7,1,7
46,0,Travel_Rarely,Sales,3,1,Marketing,1,Male,4,Manager,3,Married,17465,Y,No,12,3,4,23,3,12,9,4,9
38,0,Travel_Rarely,Sales,2,2,Marketing,4,Male,3,Sales Executive,2,Single,7351,Y,No,16,3,3,10,3,1,0,0,0
43,0,Travel_Frequently,Research & Development,27,3,Life Sciences,3,Female,3,Manufacturing Director,1,Married,10820,Y,No,11,3,3,18,3,8,7,0,1
39,1,Travel_Frequently,Research & Development,2,3,Life Sciences,1,Male,4,Healthcare Representative,4,Divorced,12169,Y,No,11,3,4,21,3,18,7,11,5
40,0,Travel_Rarely,Research & Development,14,3,Medical,3,Male,5,Research Director,3,Single,19626,Y,No,14,3,1,21,4,20,7,4,9
21,0,Travel_Rarely,Research & Development,1,1,Technical Degree,4,Female,1,Research Scientist,2,Single,2070,Y,Yes,11,3,3,2,4,2,2,2,2
39,0,Non-Travel,Research & Development,9,3,Life Sciences,3,Male,2,Laboratory Technician,2,Single,6782,Y,No,15,3,3,9,2,5,4,0,3
36,0,Non-Travel,Research & Development,18,4,Life Sciences,1,Male,2,Manufacturing Director,4,Single,7779,Y,No,20,4,1,18,3,11,9,0,9
31,0,Travel_Frequently,Sales,20,3,Life Sciences,3,Male,1,Sales Representative,4,Married,2791,Y,No,12,3,1,3,3,2,2,2,2
28,0,Travel_Rarely,Research & Development,2,1,Life Sciences,1,Male,1,Research Scientist,2,Married,3201,Y,No,17,3,1,6,1,5,3,0,4
35,0,Travel_Frequently,Sales,11,2,Marketing,4,Male,2,Sales Executive,4,Divorced,4968,Y,No,11,3,4,5,3,5,2,0,2
49,0,Travel_Rarely,Sales,8,4,Technical Degree,4,Male,4,Sales Executive,2,Married,13120,Y,No,17,3,2,22,3,9,8,2,3
34,0,Travel_Frequently,Research & Development,2,2,Life Sciences,4,Male,2,Manufacturing Director,3,Single,4033,Y,No,11,3,4,5,2,3,2,0,2
29,0,Travel_Frequently,Research & Development,10,3,Life Sciences,4,Female,1,Research Scientist,2,Divorced,3291,Y,No,14,3,4,8,2,7,5,1,1
42,0,Travel_Rarely,Research & Development,29,3,Medical,2,Male,2,Laboratory Technician,4,Single,4272,Y,No,19,3,1,16,3,1,0,0,0
29,0,Travel_Rarely,Research & Development,8,1,Medical,2,Male,2,Manufacturing Director,4,Married,5056,Y,Yes,15,3,3,10,2,10,7,1,2
38,0,Travel_Rarely,Human Resources,1,3,Human Resources,3,Male,1,Human Resources,3,Married,2844,Y,No,13,3,4,7,4,7,6,5,0
28,0,Travel_Frequently,Research & Development,6,3,Life Sciences,3,Male,1,Research Scientist,3,Divorced,2703,Y,Yes,14,3,4,3,3,3,1,0,2
18,1,Non-Travel,Research & Development,8,1,Medical,3,Male,1,Laboratory Technician,3,Single,1904,Y,No,12,3,4,0,3,0,0,0,0
33,1,Travel_Rarely,Sales,9,4,Marketing,1,Female,2,Sales Executive,1,Single,8224,Y,Yes,17,3,1,6,3,5,2,0,3
41,0,Travel_Rarely,Research & Development,12,4,Life Sciences,2,Male,1,Laboratory Technician,4,Married,4766,Y,Yes,11,3,1,6,3,1,0,0,0
31,1,Travel_Frequently,Research & Development,15,3,Medical,3,Male,1,Laboratory Technician,3,Married,2610,Y,No,12,3,3,2,2,2,2,2,2
37,0,Travel_Rarely,Research & Development,25,2,Medical,3,Female,2,Healthcare Representative,4,Divorced,5731,Y,No,13,3,3,9,3,6,2,1,3
27,0,Travel_Rarely,Research & Development,6,3,Life Sciences,4,Male,1,Research Scientist,3,Married,2539,Y,No,13,3,3,4,3,4,2,2,2
34,0,Travel_Rarely,Sales,9,1,Life Sciences,2,Female,2,Sales Executive,3,Married,5714,Y,No,20,4,1,6,2,6,5,1,3
35,0,Travel_Rarely,Human Resources,8,4,Technical Degree,3,Male,1,Human Resources,3,Single,4323,Y,No,17,3,2,6,1,5,4,1,4
29,1,Travel_Rarely,Sales,23,1,Life Sciences,4,Female,3,Sales Executive,1,Married,7336,Y,No,13,3,1,11,1,11,8,3,10
40,0,Travel_Frequently,Research & Development,9,4,Medical,2,Female,3,Research Director,3,Single,13499,Y,No,17,3,3,20,2,18,7,2,13
42,1,Travel_Frequently,Sales,12,3,Life Sciences,3,Male,4,Sales Executive,1,Single,13758,Y,Yes,12,3,2,22,2,21,9,13,14
42,0,Travel_Rarely,Sales,4,4,Marketing,2,Male,2,Sales Executive,1,Single,5155,Y,No,13,3,4,9,4,6,4,1,5
35,0,Travel_Rarely,Research & Development,1,4,Medical,4,Male,1,Laboratory Technician,3,Married,2258,Y,No,12,3,2,10,3,8,0,1,7
24,0,Travel_Rarely,Research & Development,24,3,Medical,4,Male,1,Laboratory Technician,2,Single,3597,Y,No,22,4,4,6,3,4,3,1,2
28,1,Travel_Rarely,Research & Development,12,1,Life Sciences,3,Female,1,Laboratory Technician,4,Married,2515,Y,Yes,11,3,4,1,2,1,1,0,0
26,0,Travel_Rarely,Research & Development,3,4,Medical,1,Male,1,Laboratory Technician,4,Married,4420,Y,No,22,4,2,8,3,8,7,0,7
30,0,Travel_Rarely,Sales,10,3,Marketing,3,Male,2,Sales Executive,3,Married,6578,Y,No,18,3,1,10,3,10,3,1,4
40,0,Travel_Frequently,Research & Development,26,2,Medical,3,Female,2,Research Scientist,4,Married,4422,Y,Yes,13,3,4,16,1,1,1,0,0
35,0,Travel_Rarely,Research & Development,2,3,Life Sciences,3,Male,3,Manufacturing Director,2,Divorced,10274,Y,No,18,3,2,15,4,7,7,6,4
34,0,Travel_Frequently,Research & Development,1,3,Medical,4,Male,2,Healthcare Representative,1,Single,5343,Y,No,20,4,3,14,3,13,9,4,9
35,0,Travel_Frequently,Research & Development,4,4,Other,4,Male,1,Laboratory Technician,4,Married,2376,Y,No,13,3,2,2,4,2,2,2,2
43,1,Travel_Rarely,Sales,9,3,Marketing,1,Female,2,Sales Executive,3,Single,5346,Y,No,13,3,2,7,2,4,3,1,3
32,0,Non-Travel,Sales,2,1,Life Sciences,3,Female,1,Sales Representative,1,Divorced,2827,Y,No,12,3,3,1,3,1,0,0,0
56,0,Travel_Rarely,Research & Development,4,4,Technical Degree,4,Female,5,Manager,1,Divorced,19943,Y,No,13,3,4,28,3,5,2,4,2
29,0,Travel_Rarely,Research & Development,6,1,Medical,2,Female,1,Laboratory Technician,4,Married,3131,Y,No,13,3,1,10,3,10,8,0,8
19,0,Travel_Rarely,Research & Development,9,2,Life Sciences,3,Male,1,Research Scientist,1,Single,2552,Y,No,25,4,3,1,3,1,1,0,0
45,0,Travel_Rarely,Research & Development,7,3,Medical,1,Female,1,Research Scientist,3,Married,4477,Y,Yes,19,3,3,7,2,3,2,0,2
37,0,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Female,2,Manufacturing Director,4,Married,6474,Y,No,13,3,2,14,2,14,8,3,11
20,0,Travel_Rarely,Research & Development,3,3,Life Sciences,1,Male,1,Laboratory Technician,3,Single,3033,Y,No,12,3,1,2,2,2,2,1,2
44,1,Travel_Rarely,Research & Development,10,4,Life Sciences,3,Male,1,Research Scientist,3,Single,2936,Y,Yes,11,3,3,6,3,6,4,0,2
53,0,Travel_Rarely,Research & Development,7,2,Medical,4,Female,5,Manager,3,Divorced,18606,Y,No,18,3,2,26,3,7,7,4,7
29,0,Travel_Rarely,Research & Development,15,1,Life Sciences,2,Female,1,Research Scientist,4,Married,2168,Y,Yes,18,3,1,6,2,5,4,1,3
22,1,Travel_Frequently,Research & Development,3,4,Life Sciences,3,Male,1,Research Scientist,4,Married,2853,Y,Yes,11,3,2,1,3,0,0,0,0
46,0,Travel_Rarely,Sales,2,3,Marketing,3,Female,4,Manager,1,Married,17048,Y,No,23,4,1,28,3,26,15,15,9
44,0,Non-Travel,Research & Development,17,3,Life Sciences,4,Male,1,Research Scientist,3,Single,2290,Y,No,13,3,4,6,3,0,0,0,0
33,0,Travel_Rarely,Human Resources,2,3,Human Resources,2,Male,1,Human Resources,3,Married,3600,Y,No,13,3,4,5,3,5,4,1,4
41,1,Non-Travel,Research & Development,5,2,Life Sciences,1,Male,1,Research Scientist,1,Divorced,2107,Y,No,17,3,1,5,1,1,0,0,0
30,0,Travel_Rarely,Sales,29,4,Life Sciences,3,Male,2,Sales Executive,1,Divorced,4115,Y,No,19,3,3,8,3,4,3,0,3
40,0,Travel_Frequently,Sales,2,4,Medical,2,Male,2,Sales Executive,2,Married,4327,Y,No,12,3,4,5,3,0,0,0,0
50,0,Travel_Frequently,Research & Development,2,3,Medical,4,Female,4,Manager,1,Married,17856,Y,No,22,4,3,32,3,2,2,2,2
28,0,Travel_Rarely,Research & Development,19,4,Medical,4,Male,1,Laboratory Technician,1,Married,3196,Y,No,12,3,3,6,3,6,5,3,3
46,0,Travel_Rarely,Research & Development,15,2,Life Sciences,4,Male,5,Research Director,2,Married,19081,Y,No,11,3,1,25,3,4,2,0,3
35,0,Travel_Rarely,Sales,17,4,Life Sciences,3,Male,2,Sales Executive,1,Married,8966,Y,Yes,15,3,4,15,3,7,7,1,7
24,1,Travel_Rarely,Research & Development,17,2,Life Sciences,4,Female,1,Laboratory Technician,2,Married,2210,Y,No,13,3,1,1,1,1,0,0,0
33,0,Travel_Frequently,Sales,25,3,Medical,2,Female,2,Sales Executive,3,Married,4539,Y,No,12,3,1,10,2,10,7,0,1
36,0,Travel_Rarely,Research & Development,6,4,Life Sciences,3,Male,1,Laboratory Technician,3,Divorced,2741,Y,No,14,3,3,7,3,7,7,1,7
30,0,Travel_Rarely,Research & Development,7,4,Life Sciences,3,Male,2,Laboratory Technician,3,Divorced,3491,Y,No,13,3,1,10,2,10,7,8,9
44,0,Travel_Rarely,Research & Development,29,4,Other,4,Male,2,Research Scientist,4,Single,4541,Y,No,25,4,2,20,3,20,11,13,17
20,0,Travel_Rarely,Sales,21,3,Marketing,3,Male,1,Sales Representative,4,Single,2678,Y,No,17,3,4,2,3,2,1,2,2
46,0,Travel_Rarely,Research & Development,2,4,Technical Degree,4,Male,2,Manufacturing Director,4,Divorced,7379,Y,No,11,3,3,12,2,6,3,1,4
42,0,Non-Travel,Human Resources,2,5,Medical,4,Male,2,Human Resources,1,Married,6272,Y,No,16,3,1,10,4,4,3,0,3
60,0,Travel_Rarely,Sales,7,4,Marketing,2,Male,2,Sales Executive,4,Divorced,5220,Y,Yes,18,3,2,12,3,11,7,1,9
32,0,Travel_Frequently,Research & Development,13,3,Other,3,Female,1,Laboratory Technician,2,Married,2743,Y,No,20,4,3,2,3,2,2,2,2
32,0,Travel_Frequently,Research & Development,2,2,Life Sciences,4,Female,2,Research Scientist,3,Single,4998,Y,Yes,14,3,4,10,3,8,7,0,7
36,0,Travel_Rarely,Research & Development,1,3,Technical Degree,3,Female,3,Manufacturing Director,1,Divorced,10252,Y,Yes,21,4,3,17,3,7,7,7,7
33,0,Travel_Rarely,Research & Development,9,3,Medical,1,Male,1,Research Scientist,4,Married,2781,Y,No,13,3,2,15,3,14,10,4,10
40,0,Travel_Rarely,Sales,10,3,Technical Degree,2,Female,2,Sales Executive,2,Divorced,6852,Y,No,12,3,2,7,4,5,1,1,3
25,0,Travel_Rarely,Sales,10,4,Life Sciences,3,Male,2,Sales Executive,4,Single,4950,Y,No,14,3,2,5,3,4,3,1,1
30,0,Travel_Rarely,Research & Development,1,3,Medical,4,Male,1,Research Scientist,2,Married,3579,Y,Yes,21,4,1,12,3,11,9,5,7
42,0,Travel_Frequently,Research & Development,26,5,Medical,1,Female,3,Research Director,1,Married,13191,Y,Yes,17,3,3,20,3,1,0,0,0
35,0,Non-Travel,Sales,8,2,Marketing,3,Female,3,Sales Executive,4,Married,10377,Y,Yes,11,3,2,16,2,13,2,4,12
27,0,Travel_Rarely,Research & Development,14,3,Life Sciences,1,Male,1,Research Scientist,1,Married,2235,Y,Yes,14,3,4,9,2,9,7,6,8
54,0,Travel_Frequently,Research & Development,1,4,Life Sciences,4,Female,3,Manufacturing Director,3,Divorced,10502,Y,No,17,3,1,33,1,5,4,1,4
44,0,Travel_Rarely,Research & Development,2,1,Life Sciences,1,Female,1,Research Scientist,4,Married,2011,Y,No,13,3,4,10,3,10,5,7,7
19,1,Non-Travel,Research & Development,10,3,Medical,1,Female,1,Research Scientist,2,Single,1859,Y,Yes,25,4,2,1,4,1,1,0,0
29,0,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Female,1,Research Scientist,4,Divorced,3760,Y,No,15,3,1,3,3,3,2,1,2
54,0,Travel_Rarely,Research & Development,3,3,Life Sciences,4,Male,4,Research Director,4,Married,17779,Y,No,14,3,1,36,3,10,9,0,9
31,0,Travel_Rarely,Research & Development,11,2,Medical,3,Male,2,Healthcare Representative,1,Married,6833,Y,Yes,12,3,4,6,2,6,5,0,1
31,0,Travel_Rarely,Research & Development,24,3,Medical,3,Female,2,Healthcare Representative,1,Single,6812,Y,No,19,3,2,10,3,10,9,1,8
59,0,Travel_Rarely,Sales,3,3,Life Sciences,3,Female,2,Sales Executive,4,Single,5171,Y,No,17,3,4,13,3,6,1,0,5
43,0,Travel_Rarely,Research & Development,3,3,Life Sciences,3,Male,5,Research Director,4,Married,19740,Y,No,14,3,2,25,3,8,7,0,7
49,0,Travel_Rarely,Research & Development,4,2,Medical,1,Male,5,Manager,3,Married,18711,Y,No,13,3,3,23,4,1,0,0,0
36,0,Travel_Frequently,Research & Development,3,3,Technical Degree,3,Male,1,Research Scientist,2,Married,3692,Y,No,12,3,3,12,2,11,10,0,7
48,0,Travel_Rarely,Research & Development,2,2,Technical Degree,4,Male,1,Laboratory Technician,2,Single,2559,Y,No,11,3,3,7,2,1,0,0,0
27,0,Travel_Rarely,Research & Development,4,2,Life Sciences,1,Male,1,Research Scientist,3,Divorced,2517,Y,No,11,3,2,5,3,5,3,0,3
29,0,Travel_Rarely,Research & Development,7,3,Life Sciences,3,Male,2,Healthcare Representative,4,Divorced,6623,Y,Yes,11,3,2,6,3,6,0,1,0
48,0,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Male,5,Research Director,4,Single,18265,Y,No,12,3,3,25,4,1,0,0,0
29,0,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Female,4,Research Director,4,Divorced,16124,Y,No,14,3,2,9,2,7,7,1,7
34,0,Travel_Rarely,Research & Development,20,3,Technical Degree,3,Female,1,Research Scientist,3,Married,2585,Y,No,17,3,4,2,2,1,0,0,0
44,0,Travel_Rarely,Sales,5,3,Marketing,2,Male,5,Manager,2,Married,18213,Y,No,11,3,3,26,3,22,9,3,10
33,0,Travel_Rarely,Sales,10,5,Marketing,4,Male,3,Sales Executive,3,Divorced,8380,Y,Yes,14,3,4,10,3,9,8,0,8
19,0,Travel_Rarely,Research & Development,25,3,Life Sciences,2,Female,1,Research Scientist,4,Single,2994,Y,Yes,12,3,4,1,3,1,0,0,1
23,0,Travel_Rarely,Research & Development,1,2,Life Sciences,4,Male,1,Research Scientist,3,Married,1223,Y,No,22,4,4,1,3,1,0,0,1
25,1,Travel_Frequently,Sales,24,1,Life Sciences,3,Male,1,Sales Representative,4,Single,1118,Y,Yes,14,3,4,1,3,1,0,1,0
26,0,Travel_Rarely,Research & Development,4,2,Life Sciences,3,Male,1,Research Scientist,4,Single,2875,Y,Yes,20,4,2,8,2,8,5,2,2
45,1,Travel_Rarely,Sales,2,3,Marketing,1,Female,5,Manager,2,Single,18824,Y,Yes,16,3,1,26,3,24,10,1,11
55,0,Non-Travel,Research & Development,8,1,Medical,4,Male,4,Healthcare Representative,2,Divorced,13577,Y,Yes,15,3,4,34,3,33,9,15,0
21,1,Travel_Frequently,Research & Development,10,2,Life Sciences,1,Female,1,Laboratory Technician,3,Single,2625,Y,No,20,4,3,2,1,2,2,2,2
46,0,Travel_Rarely,Sales,4,2,Marketing,4,Female,5,Manager,2,Married,18789,Y,No,14,3,3,26,3,11,4,0,8
34,0,Travel_Rarely,Sales,2,3,Marketing,3,Female,2,Sales Executive,1,Single,4538,Y,Yes,12,3,4,4,3,3,2,0,2
51,0,Travel_Frequently,Sales,9,3,Life Sciences,4,Male,5,Manager,2,Divorced,19847,Y,Yes,24,4,1,31,2,29,10,11,10
59,0,Travel_Rarely,Research & Development,18,4,Medical,4,Male,3,Manufacturing Director,4,Single,10512,Y,No,12,3,4,25,2,9,7,5,4
34,0,Travel_Frequently,Research & Development,19,3,Medical,3,Female,2,Laboratory Technician,2,Divorced,4444,Y,No,13,3,3,15,4,11,8,5,10
28,0,Travel_Frequently,Research & Development,1,4,Medical,4,Male,1,Laboratory Technician,3,Single,2154,Y,Yes,11,3,3,5,2,4,2,0,2
44,0,Travel_Rarely,Research & Development,4,2,Life Sciences,3,Male,5,Manager,1,Divorced,19190,Y,No,14,3,4,26,2,25,9,14,13
34,0,Travel_Frequently,Human Resources,11,3,Life Sciences,3,Male,2,Human Resources,2,Married,4490,Y,No,11,3,4,14,4,10,9,1,8
35,0,Travel_Rarely,Research & Development,6,1,Life Sciences,3,Male,1,Research Scientist,3,Married,3506,Y,Yes,14,3,4,4,3,3,2,2,2
